@relation polemon

@attribute grade {1, 2, 3}
@attribute city string
@attribute area string
@attribute chinese string
@attribute english string
@attribute math string
@attribute history string
@attribute geography string
@attribute citizen string
@attribute physics string
@attribute chemical string
@attribute biology string
@attribute earthscience string

@data
3,台南市,善化區,南一,龍騰,?,三民,龍騰,翰林,龍騰,龍騰,?,其他
3,台南市,新化區,龍騰,三民,?,三民,龍騰,翰林,龍騰,泰宇,?,南一
3,台南市,新營區,翰林,三民,?,翰林,龍騰,南一,龍騰,南一,?,南一
3,台南市,新營區,龍騰,三民,?,康熹,龍騰,龍騰,龍騰,南一,?,龍騰
3,台南市,歸仁區,翰林,三民,?,三民,龍騰,翰林,翰林,康熹,?,龍騰
3,台南市,鹽水區,龍騰,三民,?,翰林,南一,南一,翰林,翰林,?,南一
1,宜蘭縣,壯圍鄉,龍騰,其他,其他,翰林,翰林,其他,其他,其他,其他,其他
1,宜蘭縣,壯圍鄉,龍騰,其他,其他,翰林,翰林,其他,其他,其他,其他,其他
1,宜蘭縣,宜蘭市,翰林,三民,翰林,南一,龍騰,全華,全華,翰林,康熹,康熹
1,宜蘭縣,宜蘭市,翰林,三民,翰林,南一,龍騰,全華,全華,翰林,康熹,康熹
1,宜蘭縣,宜蘭市,翰林,遠東,龍騰,翰林,南一,翰林,翰林,翰林,龍騰,康熹
1,宜蘭縣,員山鄉,翰林,龍騰,翰林,康熹,南一,翰林,龍騰,泰宇,泰宇,康熹
1,宜蘭縣,員山鄉,翰林,龍騰,翰林,康熹,南一,翰林,龍騰,泰宇,泰宇,康熹
1,宜蘭縣,羅東鎮,翰林,三民,南一,南一,南一,龍騰,南一,南一,南一,全華
1,宜蘭縣,羅東鎮,翰林,三民,南一,南一,南一,龍騰,南一,南一,南一,全華
2,宜蘭縣,壯圍鄉,龍騰,其他,其他,翰林,其他,其他,?,?,?,其他
2,宜蘭縣,壯圍鄉,龍騰,其他,其他,翰林,其他,其他,?,?,?,其他
2,宜蘭縣,宜蘭市,南一,三民,龍騰,翰林,龍騰,翰林,?,?,?,全華
2,宜蘭縣,宜蘭市,南一,三民,龍騰,翰林,龍騰,翰林,?,?,?,全華
2,宜蘭縣,宜蘭市,龍騰,遠東,翰林,三民,龍騰,三民,?,?,?,泰宇
2,宜蘭縣,宜蘭市,龍騰,遠東,翰林,三民,龍騰,三民,?,?,?,泰宇
2,宜蘭縣,員山鄉,翰林,龍騰,龍騰,康熹,龍騰,翰林,?,?,?,全華
2,宜蘭縣,員山鄉,翰林,龍騰,龍騰,康熹,龍騰,翰林,?,?,?,全華
2,宜蘭縣,羅東鎮,翰林,三民,翰林,三民,三民,龍騰,?,?,?,泰宇
2,宜蘭縣,羅東鎮,翰林,三民,翰林,三民,三民,龍騰,?,?,?,泰宇
3,宜蘭縣,壯圍鄉,龍騰,其他,?,其他,其他,其他,其他,其他,?,其他
3,宜蘭縣,壯圍鄉,龍騰,其他,?,其他,其他,其他,其他,其他,?,其他
3,宜蘭縣,宜蘭市,翰林,三民,?,三民,龍騰,三民,龍騰,泰宇,?,康熹
3,宜蘭縣,宜蘭市,翰林,三民,?,三民,龍騰,三民,龍騰,泰宇,?,康熹
3,宜蘭縣,宜蘭市,康熹,遠東,?,三民,龍騰,其他,龍騰,翰林,?,翰林
3,宜蘭縣,宜蘭市,康熹,遠東,?,三民,龍騰,其他,龍騰,翰林,?,翰林
3,宜蘭縣,員山鄉,翰林,龍騰,?,翰林,龍騰,龍騰,龍騰,龍騰,?,翰林
3,宜蘭縣,員山鄉,翰林,龍騰,?,翰林,龍騰,龍騰,龍騰,龍騰,?,翰林
3,宜蘭縣,羅東鎮,翰林,三民,?,康熹,翰林,三民,龍騰,龍騰,?,翰林
3,宜蘭縣,羅東鎮,翰林,三民,?,康熹,翰林,三民,龍騰,龍騰,?,翰林
1,南投縣,竹山鎮,翰林,三民,翰林,南一,三民,南一,南一,南一,南一,全華
1,南投縣,南投市,翰林,三民,南一,泰宇,翰林,三民,翰林,翰林,南一,三民
1,南投縣,埔里鎮,翰林,三民,龍騰,康熹,龍騰,翰林,康熹,南一,南一,三民
1,南投縣,埔里鎮,翰林,三民,龍騰,龍騰,翰林,翰林,龍騰,翰林,龍騰,龍騰
2,南投縣,竹山鎮,翰林,三民,龍騰,康熹,龍騰,龍騰,?,?,?,其他
2,南投縣,南投市,翰林,三民,龍騰,三民,龍騰,翰林,?,?,?,泰宇
2,南投縣,南投市,翰林,三民,龍騰,三民,龍騰,三民,?,?,?,其他
2,南投縣,埔里鎮,翰林,三民,龍騰,三民,龍騰,翰林,?,?,?,康熹
2,南投縣,埔里鎮,龍騰,三民,龍騰,三民,翰林,三民,?,?,?,三民
3,南投縣,竹山鎮,翰林,三民,?,康熹,南一,翰林,龍騰,全華,?,康熹
3,南投縣,南投市,翰林,三民,?,翰林,龍騰,龍騰,南一,龍騰,?,康熹
3,南投縣,南投市,翰林,三民,?,翰林,翰林,南一,翰林,翰林,?,康熹
3,南投縣,埔里鎮,三民,三民,?,三民,龍騰,翰林,南一,南一,?,龍騰
3,南投縣,埔里鎮,龍騰,三民,?,三民,翰林,三民,翰林,泰宇,?,翰林
1,屏東縣,內埔鄉,翰林,三民,龍騰,康熹,龍騰,龍騰,翰林,龍騰,康熹,全華
1,屏東縣,東港鎮,翰林,龍騰,龍騰,翰林,龍騰,龍騰,翰林,翰林,翰林,三民
1,屏東縣,枋寮鄉,龍騰,龍騰,龍騰,三民,龍騰,翰林,翰林,龍騰,翰林,三民
1,屏東縣,屏東市,三民,龍騰,翰林,三民,翰林,三民,南一,龍騰,康熹,康熹
1,屏東縣,屏東市,龍騰,三民,龍騰,三民,龍騰,南一,翰林,龍騰,康熹,三民
1,屏東縣,屏東市,翰林,龍騰,龍騰,其他,其他,其他,康熹,龍騰,康熹,泰宇
1,屏東縣,潮州鎮,翰林,龍騰,龍騰,龍騰,龍騰,龍騰,翰林,龍騰,康熹,泰宇
1,屏東縣,鹽埔鄉,翰林,龍騰,三民,龍騰,龍騰,龍騰,龍騰,翰林,南一,三民
2,屏東縣,內埔鄉,南一,龍騰,龍騰,康熹,翰林,龍騰,?,?,?,泰宇
2,屏東縣,東港鎮,康熹,三民,翰林,三民,翰林,南一,?,?,?,龍騰
2,屏東縣,枋寮鄉,三民,龍騰,龍騰,翰林,龍騰,龍騰,?,?,?,三民
2,屏東縣,屏東市,三民,龍騰,龍騰,康熹,龍騰,龍騰,?,?,?,龍騰
2,屏東縣,屏東市,三民,龍騰,龍騰,三民,龍騰,龍騰,?,?,?,三民
2,屏東縣,屏東市,龍騰,三民,翰林,翰林,翰林,翰林,?,?,?,全華
2,屏東縣,屏東市,龍騰,三民,翰林,翰林,翰林,翰林,?,?,?,全華
2,屏東縣,潮州鎮,康熹,龍騰,龍騰,三民,龍騰,龍騰,?,?,?,康熹
2,屏東縣,鹽埔鄉,康熹,三民,龍騰,翰林,龍騰,龍騰,?,?,?,其他
3,屏東縣,內埔鄉,翰林,三民,?,翰林,龍騰,其他,南一,南一,?,翰林
3,屏東縣,東港鎮,龍騰,三民,?,三民,翰林,三民,南一,翰林,?,康熹
3,屏東縣,枋寮鄉,翰林,三民,?,康熹,龍騰,其他,龍騰,翰林,?,其他
3,屏東縣,屏東市,翰林,龍騰,?,翰林,龍騰,翰林,龍騰,翰林,?,康熹
3,屏東縣,屏東市,翰林,三民,?,三民,翰林,翰林,康熹,龍騰,?,龍騰
3,屏東縣,屏東市,康熹,龍騰,?,三民,龍騰,龍騰,龍騰,龍騰,?,翰林
3,屏東縣,屏東市,翰林,三民,?,三民,龍騰,其他,南一,其他,?,其他
3,屏東縣,潮州鎮,康熹,龍騰,?,三民,翰林,三民,龍騰,南一,?,康熹
3,屏東縣,鹽埔鄉,康熹,龍騰,?,三民,龍騰,三民,南一,南一,?,其他
1,苗栗縣,卓蘭鎮,三民,三民,龍騰,三民,龍騰,龍騰,?,翰林,?,全華
1,苗栗縣,苗栗市,三民,龍騰,翰林,康熹,龍騰,南一,翰林,泰宇,翰林,南一
1,苗栗縣,苗栗縣,南一,龍騰,南一,泰宇,翰林,龍騰,翰林,南一,全華,康熹
1,苗栗縣,苗栗縣,三民,三民,翰林,翰林,翰林,龍騰,翰林,翰林,康熹,泰宇
2,苗栗縣,卓蘭鎮,翰林,三民,翰林,三民,龍騰,全華,?,?,?,三民
2,苗栗縣,苗栗市,三民,龍騰,三民,三民,龍騰,龍騰,?,?,?,?
2,苗栗縣,苗栗市,翰林,三民,翰林,三民,翰林,龍騰,?,?,?,?
2,苗栗縣,苗栗縣,翰林,龍騰,翰林,康熹,龍騰,翰林,?,?,?,全華
2,苗栗縣,苗栗縣,康熹,三民,翰林,三民,龍騰,龍騰,?,?,?,南一
3,苗栗縣,卓蘭鎮,翰林,?,?,翰林,龍騰,三民,南一,龍騰,?,南一
3,苗栗縣,苗栗市,三民,龍騰,?,三民,龍騰,翰林,南一,翰林,?,康熹
3,苗栗縣,苗栗市,康熹,三民,?,三民,翰林,翰林,龍騰,南一,?,翰林
3,苗栗縣,苗栗縣,翰林,三民,?,三民,龍騰,三民,全華,龍騰,?,龍騰
3,苗栗縣,苗栗縣,翰林,三民,?,康熹,龍騰,龍騰,南一,龍騰,?,翰林
1,桃園縣,八德市,龍騰,三民,翰林,泰宇,翰林,南一,龍騰,泰宇,翰林,康熹
1,桃園縣,大園鄉,翰林,三民,翰林,泰宇,翰林,龍騰,龍騰,全華,全華,全華
1,桃園縣,大溪鎮,康熹,龍騰,翰林,南一,南一,翰林,翰林,康熹,南一,龍騰
1,桃園縣,大溪鎮,龍騰,其他,其他,翰林,其他,其他,翰林,翰林,其他,其他
1,桃園縣,中壢市,翰林,三民,龍騰,三民,龍騰,翰林,翰林,泰宇,龍騰,龍騰
1,桃園縣,中壢市,翰林,三民,龍騰,三民,龍騰,翰林,翰林,泰宇,龍騰,龍騰
1,桃園縣,中壢市,翰林,三民,翰林,全華,龍騰,翰林,全華,龍騰,翰林,南一
1,桃園縣,中壢市,翰林,三民,翰林,翰林,翰林,翰林,翰林,翰林,翰林,其他
1,桃園縣,平鎮市,翰林,三民,翰林,翰林,南一,南一,翰林,龍騰,翰林,泰宇
1,桃園縣,平鎮市,翰林,龍騰,龍騰,泰宇,翰林,全華,翰林,泰宇,翰林,南一
1,桃園縣,平鎮市,翰林,其他,其他,其他,其他,其他,龍騰,翰林,翰林,其他
1,桃園縣,平鎮市,翰林,龍騰,龍騰,翰林,龍騰,龍騰,南一,翰林,全華,全華
1,桃園縣,桃園市,南一,三民,南一,康熹,南一,翰林,全華,龍騰,龍騰,龍騰
1,桃園縣,桃園市,翰林,龍騰,南一,南一,翰林,龍騰,翰林,南一,南一,南一
1,桃園縣,桃園市,康熹,三民,翰林,全華,翰林,翰林,全華,翰林,翰林,康熹
1,桃園縣,楊梅市,康熹,三民,龍騰,泰宇,龍騰,南一,龍騰,南一,康熹,全華
1,桃園縣,楊梅市,翰林,三民,南一,翰林,翰林,翰林,翰林,泰宇,泰宇,全華
1,桃園縣,楊梅市,翰林,龍騰,翰林,泰宇,泰宇,三民,翰林,康熹,翰林,泰宇
1,桃園縣,龍潭鄉,翰林,遠東,南一,南一,翰林,龍騰,翰林,其他,翰林,其他
1,桃園縣,龜山鄉,翰林,三民,全華,泰宇,翰林,全華,全華,泰宇,龍騰,龍騰
1,桃園縣,蘆竹鄉,康熹,龍騰,翰林,康熹,龍騰,翰林,翰林,龍騰,翰林,泰宇
1,桃園縣,觀音鄉,龍騰,三民,龍騰,龍騰,龍騰,翰林,翰林,翰林,龍騰,泰宇
2,桃園縣,八德市,翰林,三民,龍騰,翰林,龍騰,翰林,?,?,?,泰宇
2,桃園縣,大園鄉,翰林,三民,龍騰,三民,龍騰,三民,?,?,?,泰宇
2,桃園縣,大溪鎮,翰林,三民,全華,翰林,龍騰,南一,?,?,?,全華
2,桃園縣,大溪鎮,龍騰,其他,其他,翰林,其他,其他,?,?,?,其他
2,桃園縣,中壢市,翰林,三民,南一,翰林,翰林,龍騰,?,?,?,龍騰
2,桃園縣,中壢市,翰林,三民,南一,翰林,翰林,龍騰,?,?,?,龍騰
2,桃園縣,中壢市,翰林,三民,南一,泰宇,翰林,龍騰,?,?,?,南一
2,桃園縣,中壢市,翰林,三民,翰林,翰林,翰林,翰林,?,?,?,其他
2,桃園縣,平鎮市,康熹,三民,南一,南一,龍騰,龍騰,?,?,?,泰宇
2,桃園縣,平鎮市,翰林,龍騰,龍騰,南一,南一,三民,?,?,?,龍騰
2,桃園縣,平鎮市,翰林,其他,其他,其他,其他,其他,?,?,?,其他
2,桃園縣,平鎮市,翰林,龍騰,龍騰,康熹,龍騰,龍騰,?,?,?,南一
2,桃園縣,桃園市,康熹,龍騰,龍騰,康熹,翰林,龍騰,?,?,?,康熹
2,桃園縣,桃園市,翰林,龍騰,龍騰,南一,翰林,翰林,?,?,?,南一
2,桃園縣,桃園市,翰林,三民,南一,三民,龍騰,龍騰,?,?,?,全華
2,桃園縣,桃園市,康熹,三民,龍騰,翰林,龍騰,南一,?,?,?,泰宇
2,桃園縣,楊梅市,翰林,三民,龍騰,康熹,龍騰,龍騰,?,?,?,龍騰
2,桃園縣,楊梅市,三民,三民,全華,三民,翰林,南一,?,?,?,全華
2,桃園縣,楊梅市,三民,三民,翰林,三民,龍騰,龍騰,?,?,?,泰宇
2,桃園縣,龍潭鄉,三民,遠東,南一,康熹,翰林,翰林,?,?,?,三民
2,桃園縣,龜山鄉,翰林,三民,全華,康熹,龍騰,南一,?,?,?,康熹
2,桃園縣,蘆竹鄉,翰林,龍騰,龍騰,康熹,龍騰,龍騰,?,?,?,全華
2,桃園縣,觀音鄉,翰林,三民,龍騰,南一,翰林,龍騰,?,?,?,龍騰
3,桃園縣,八德市,翰林,其他,?,其他,其他,其他,其他,其他,?,其他
3,桃園縣,大園鄉,翰林,三民,?,三民,龍騰,龍騰,康熹,龍騰,?,南一
3,桃園縣,大溪鎮,康熹,三民,?,翰林,翰林,南一,龍騰,康熹,?,翰林
3,桃園縣,大溪鎮,龍騰,龍騰,?,三民,翰林,三民,龍騰,翰林,?,翰林
3,桃園縣,中壢市,翰林,三民,?,翰林,其他,其他,翰林,翰林,?,翰林
3,桃園縣,中壢市,翰林,三民,?,翰林,龍騰,翰林,龍騰,康熹,?,南一
3,桃園縣,中壢市,翰林,三民,?,康熹,龍騰,翰林,龍騰,翰林,?,康熹
3,桃園縣,平鎮市,翰林,龍騰,?,康熹,龍騰,翰林,龍騰,龍騰,?,康熹
3,桃園縣,平鎮市,翰林,其他,?,其他,其他,其他,龍騰,翰林,?,翰林
3,桃園縣,平鎮市,翰林,三民,?,其他,南一,其他,其他,其他,?,其他
3,桃園縣,平鎮市,康熹,三民,?,翰林,龍騰,龍騰,龍騰,南一,?,康熹
3,桃園縣,桃園市,康熹,三民,?,三民,龍騰,龍騰,南一,龍騰,?,龍騰
3,桃園縣,桃園市,龍騰,三民,?,三民,龍騰,龍騰,南一,南一,?,康熹
3,桃園縣,桃園市,翰林,龍騰,?,康熹,龍騰,其他,南一,翰林,?,其他
3,桃園縣,桃園市,康熹,三民,?,康熹,翰林,龍騰,龍騰,康熹,?,康熹
3,桃園縣,楊梅市,翰林,三民,?,三民,南一,龍騰,龍騰,龍騰,?,全華
3,桃園縣,楊梅市,翰林,三民,?,翰林,龍騰,翰林,南一,泰宇,?,康熹
3,桃園縣,楊梅市,翰林,三民,?,南一,南一,南一,南一,全華,?,南一
3,桃園縣,龍潭鄉,翰林,三民,?,康熹,翰林,龍騰,南一,泰宇,?,龍騰
3,桃園縣,龜山鄉,翰林,三民,?,康熹,龍騰,三民,南一,南一,?,龍騰
3,桃園縣,蘆竹鄉,翰林,三民,?,翰林,龍騰,三民,龍騰,康熹,?,翰林
3,桃園縣,觀音鄉,三民,遠東,?,翰林,龍騰,龍騰,翰林,翰林,?,翰林
1,高雄市,三民區,翰林,三民,龍騰,泰宇,翰林,翰林,翰林,翰林,龍騰,全華
1,高雄市,三民區,龍騰,龍騰,龍騰,翰林,南一,翰林,龍騰,翰林,翰林,三民
1,高雄市,小港區,三民,三民,龍騰,康熹,龍騰,翰林,全華,泰宇,南一,三民
1,高雄市,仁武區,翰林,遠東,翰林,南一,翰林,三民,翰林,翰林,泰宇,泰宇
1,高雄市,左營區,康熹,龍騰,翰林,翰林,翰林,翰林,康熹,龍騰,南一,泰宇
1,高雄市,左營區,龍騰,龍騰,南一,翰林,翰林,翰林,康熹,翰林,龍騰,翰林
1,高雄市,岡山區,翰林,三民,龍騰,康熹,龍騰,龍騰,康熹,泰宇,泰宇,康熹
1,高雄市,林園區,龍騰,龍騰,龍騰,康熹,翰林,三民,龍騰,龍騰,康熹,泰宇
1,高雄市,前金區,龍騰,三民,龍騰,三民,翰林,翰林,南一,翰林,南一,泰宇
1,高雄市,前鎮區,翰林,龍騰,龍騰,康熹,龍騰,南一,翰林,翰林,翰林,其他
1,高雄市,前鎮區,康熹,三民,龍騰,泰宇,翰林,南一,翰林,翰林,龍騰,三民
1,高雄市,苓雅區,龍騰,龍騰,翰林,龍騰,南一,翰林,南一,泰宇,康熹,泰宇
1,高雄市,苓雅區,龍騰,龍騰,南一,南一,翰林,南一,全華,南一,龍騰,全華
1,高雄市,苓雅區,南一,遠東,翰林,康熹,三民,龍騰,龍騰,泰宇,龍騰,康熹
1,高雄市,苓雅區,翰林,遠東,翰林,康熹,龍騰,翰林,南一,南一,翰林,康熹
1,高雄市,鳥松區,翰林,三民,翰林,翰林,龍騰,翰林,康熹,泰宇,泰宇,康熹
1,高雄市,楠梓區,康熹,三民,翰林,龍騰,翰林,龍騰,康熹,龍騰,翰林,泰宇
1,高雄市,楠梓區,三民,三民,龍騰,康熹,翰林,翰林,南一,龍騰,翰林,龍騰
1,高雄市,路竹區,康熹,三民,龍騰,三民,龍騰,三民,龍騰,全華,康熹,南一
1,高雄市,鼓山區,翰林,三民,南一,三民,龍騰,翰林,翰林,翰林,康熹,泰宇
1,高雄市,鼓山區,三民,龍騰,翰林,泰宇,翰林,翰林,康熹,龍騰,南一,三民
1,高雄市,旗山區,康熹,龍騰,翰林,泰宇,翰林,翰林,全華,翰林,翰林,龍騰
1,高雄市,鳳山區,康熹,三民,龍騰,康熹,翰林,三民,翰林,康熹,龍騰,三民
1,高雄市,鳳山區,翰林,三民,龍騰,三民,龍騰,龍騰,康熹,南一,康熹,康熹
1,高雄市,鳳山區,翰林,遠東,南一,三民,翰林,三民,龍騰,南一,泰宇,泰宇
1,高雄市,鳳山區,翰林,龍騰,龍騰,三民,翰林,翰林,康熹,翰林,龍騰,龍騰
1,高雄市,鳳山區,康熹,龍騰,龍騰,南一,龍騰,康熹,翰林,翰林,翰林,龍騰
2,高雄市,三民區,翰林,三民,南一,康熹,龍騰,龍騰,?,?,?,南一
2,高雄市,三民區,翰林,龍騰,南一,三民,龍騰,南一,?,?,?,龍騰
2,高雄市,小港區,三民,三民,龍騰,康熹,龍騰,南一,?,?,?,泰宇
2,高雄市,仁武區,三民,遠東,南一,翰林,南一,翰林,?,?,?,泰宇
2,高雄市,左營區,康熹,龍騰,南一,翰林,龍騰,翰林,?,?,?,?
2,高雄市,左營區,翰林,龍騰,龍騰,翰林,泰宇,龍騰,龍騰,?,?,康熹
2,高雄市,岡山區,三民,三民,翰林,翰林,龍騰,龍騰,?,?,?,龍騰
2,高雄市,林園區,翰林,龍騰,南一,三民,龍騰,翰林,?,?,?,南一
2,高雄市,前金區,翰林,三民,龍騰,三民,龍騰,南一,?,?,?,?
2,高雄市,前鎮區,三民,三民,龍騰,三民,龍騰,龍騰,?,?,?,其他
2,高雄市,前鎮區,康熹,三民,翰林,南一,翰林,龍騰,?,?,?,三民
2,高雄市,苓雅區,龍騰,龍騰,翰林,康熹,龍騰,南一,?,?,?,龍騰
2,高雄市,苓雅區,翰林,龍騰,龍騰,三民,南一,龍騰,?,?,?,龍騰
2,高雄市,苓雅區,南一,遠東,南一,康熹,龍騰,龍騰,?,?,?,康熹
2,高雄市,苓雅區,翰林,遠東,南一,翰林,龍騰,龍騰,?,?,?,康熹
2,高雄市,鳥松區,翰林,三民,翰林,三民,龍騰,龍騰,?,?,?,泰宇
2,高雄市,楠梓區,翰林,三民,龍騰,康熹,龍騰,翰林,?,?,?,龍騰
2,高雄市,楠梓區,龍騰,龍騰,龍騰,三民,南一,三民,?,?,?,泰宇
2,高雄市,路竹區,三民,三民,南一,三民,龍騰,南一,?,?,?,泰宇
2,高雄市,鼓山區,翰林,龍騰,龍騰,三民,翰林,翰林,?,?,?,其他
2,高雄市,鼓山區,康熹,龍騰,翰林,三民,翰林,龍騰,?,?,?,龍騰
2,高雄市,旗山區,翰林,龍騰,龍騰,翰林,翰林,龍騰,?,?,?,其他
2,高雄市,鳳山區,翰林,三民,翰林,三民,龍騰,龍騰,?,?,?,康熹
2,高雄市,鳳山區,翰林,三民,龍騰,三民,龍騰,龍騰,?,?,?,泰宇
2,高雄市,鳳山區,翰林,龍騰,翰林,康熹,南一,南一,?,?,?,康熹
2,高雄市,鳳山區,翰林,龍騰,南一,康熹,三民,龍騰,?,?,?,泰宇
2,高雄市,鳳山區,康熹,龍騰,龍騰,康熹,翰林,翰林,?,?,?,全華
3,高雄市,三民區,翰林,三民,?,翰林,龍騰,龍騰,南一,翰林,?,翰林
3,高雄市,三民區,三民,遠東,?,南一,龍騰,三民,翰林,泰宇,?,康熹
3,高雄市,小港區,翰林,三民,?,三民,龍騰,三民,翰林,龍騰,?,康熹
3,高雄市,仁武區,三民,遠東,?,三民,龍騰,南一,南一,龍騰,?,龍騰
3,高雄市,左營區,翰林,龍騰,?,翰林,翰林,龍騰,康熹,龍騰,?,康熹
3,高雄市,左營區,龍騰,龍騰,?,三民,龍騰,南一,康熹,南一,?,康熹
3,高雄市,岡山區,康熹,龍騰,?,翰林,龍騰,南一,三民,翰林,?,翰林
3,高雄市,林園區,龍騰,龍騰,?,翰林,南一,龍騰,南一,翰林,?,泰宇
3,高雄市,前金區,康熹,三民,?,南一,龍騰,龍騰,康熹,南一,?,康熹
3,高雄市,前鎮區,翰林,龍騰,?,南一,龍騰,翰林,康熹,龍騰,?,康熹
3,高雄市,前鎮區,康熹,三民,?,三民,翰林,翰林,龍騰,康熹,?,翰林
3,高雄市,苓雅區,康熹,遠東,?,翰林,龍騰,龍騰,龍騰,翰林,?,翰林
3,高雄市,苓雅區,翰林,龍騰,?,康熹,龍騰,龍騰,龍騰,翰林,?,南一
3,高雄市,苓雅區,翰林,遠東,?,?,南一,其他,龍騰,泰宇,?,龍騰
3,高雄市,苓雅區,翰林,遠東,?,康熹,翰林,龍騰,龍騰,翰林,?,康熹
3,高雄市,鳥松區,康熹,三民,?,三民,龍騰,龍騰,龍騰,南一,?,翰林
3,高雄市,新興區,翰林,三民,?,康熹,南一,三民,南一,南一,?,翰林
3,高雄市,楠梓區,翰林,三民,?,翰林,翰林,龍騰,翰林,翰林,?,翰林
3,高雄市,楠梓區,龍騰,三民,?,三民,龍騰,龍騰,龍騰,龍騰,?,康熹
3,高雄市,路竹區,龍騰,三民,?,三民,龍騰,三民,龍騰,龍騰,?,翰林
3,高雄市,鼓山區,翰林,龍騰,?,三民,龍騰,南一,南一,翰林,?,泰宇
3,高雄市,鼓山區,翰林,龍騰,?,三民,翰林,三民,龍騰,翰林,?,南一
3,高雄市,旗山區,康熹,龍騰,?,康熹,龍騰,三民,南一,泰宇,?,南一
3,高雄市,鳳山區,翰林,三民,?,翰林,?,?,龍騰,翰林,?,?
3,高雄市,鳳山區,翰林,三民,?,三民,龍騰,龍騰,南一,龍騰,?,康熹
3,高雄市,鳳山區,龍騰,遠東,?,三民,龍騰,翰林,龍騰,龍騰,?,龍騰
3,高雄市,鳳山區,翰林,龍騰,?,三民,翰林,龍騰,龍騰,泰宇,?,翰林
3,高雄市,鳳山區,三民,龍騰,?,三民,翰林,三民,南一,泰宇,?,康熹
1,基隆市,七堵區,翰林,龍騰,翰林,康熹,翰林,龍騰,翰林,龍騰,龍騰,龍騰
1,基隆市,中正區,翰林,遠東,龍騰,翰林,翰林,龍騰,翰林,龍騰,翰林,龍騰
1,基隆市,信義區,翰林,三民,翰林,康熹,翰林,三民,全華,翰林,龍騰,泰宇
1,基隆市,暖暖區,翰林,龍騰,龍騰,三民,翰林,龍騰,全華,泰宇,康熹,三民
2,基隆市,七堵區,翰林,龍騰,翰林,康熹,翰林,龍騰,?,?,?,龍騰
2,基隆市,中山區,南一,三民,翰林,翰林,翰林,龍騰,?,?,?,泰宇
2,基隆市,中正區,翰林,遠東,龍騰,翰林,翰林,龍騰,?,?,?,龍騰
2,基隆市,信義區,翰林,三民,南一,三民,翰林,翰林,?,?,?,全華
2,基隆市,暖暖區,翰林,三民,翰林,三民,翰林,翰林,?,?,?,泰宇
3,基隆市,七堵區,翰林,龍騰,?,康熹,龍騰,龍騰,其他,其他,?,其他
3,基隆市,中山區,翰林,三民,?,三民,龍騰,龍騰,龍騰,龍騰,?,全華
3,基隆市,中正區,翰林,遠東,?,翰林,翰林,龍騰,翰林,龍騰,?,翰林
3,基隆市,信義區,龍騰,三民,?,翰林,龍騰,南一,南一,南一,?,翰林
3,基隆市,暖暖區,三民,三民,?,翰林,龍騰,三民,南一,南一,?,康熹
1,雲林縣,土庫鎮,康熹,遠東,南一,南一,龍騰,龍騰,南一,南一,泰宇,康熹
1,雲林縣,斗六市,翰林,遠東,龍騰,龍騰,龍騰,翰林,南一,翰林,南一,南一
1,雲林縣,斗南鎮,康熹,龍騰,龍騰,康熹,翰林,龍騰,翰林,龍騰,龍騰,泰宇
1,雲林縣,北港鎮,三民,?,南一,三民,翰林,翰林,翰林,翰林,康熹,?
1,雲林縣,古坑鄉,翰林,遠東,龍騰,其他,南一,三民,其他,翰林,其他,康熹
1,雲林縣,虎尾鎮,翰林,龍騰,翰林,三民,翰林,三民,龍騰,南一,泰宇,三民
1,雲林縣,虎尾鎮,康熹,三民,翰林,南一,龍騰,南一,翰林,翰林,泰宇,龍騰
2,雲林縣,土庫鎮,三民,遠東,南一,南一,龍騰,龍騰,?,?,?,康熹
2,雲林縣,斗六市,翰林,三民,南一,三民,龍騰,南一,?,?,?,全華
2,雲林縣,斗六市,翰林,遠東,南一,南一,翰林,南一,?,?,?,其他
2,雲林縣,斗南鎮,康熹,三民,龍騰,三民,泰宇,翰林,?,?,?,泰宇
2,雲林縣,北港鎮,翰林,?,南一,南一,翰林,三民,?,?,?,?
2,雲林縣,古坑鄉,翰林,遠東,龍騰,三民,南一,三民,?,?,?,康熹
2,雲林縣,虎尾鎮,三民,三民,南一,三民,龍騰,南一,?,?,?,全華
2,雲林縣,虎尾鎮,翰林,遠東,龍騰,三民,龍騰,龍騰,?,?,?,龍騰
3,雲林縣,土庫鎮,翰林,遠東,?,南一,龍騰,龍騰,南一,南一,?,南一
3,雲林縣,斗六市,翰林,三民,?,康熹,龍騰,三民,龍騰,龍騰,?,翰林
3,雲林縣,斗六市,龍騰,遠東,?,三民,龍騰,龍騰,龍騰,龍騰,?,翰林
3,雲林縣,斗南鎮,翰林,遠東,?,康熹,龍騰,南一,南一,南一,?,南一
3,雲林縣,北港鎮,翰林,?,?,翰林,翰林,三民,龍騰,南一,?,翰林
3,雲林縣,古坑鄉,翰林,遠東,?,三民,南一,三民,其他,其他,?,其他
3,雲林縣,虎尾鎮,翰林,三民,?,三民,南一,翰林,南一,翰林,?,龍騰
3,雲林縣,虎尾鎮,翰林,遠東,?,康熹,龍騰,龍騰,其他,翰林,?,翰林
1,新北市,八里區,翰林,龍騰,龍騰,康熹,南一,南一,龍騰,翰林,翰林,全華
1,新北市,三重區,翰林,遠東,南一,翰林,翰林,南一,翰林,龍騰,泰宇,泰宇
